KO_EC_NUMBER	Silhouette_Index
K14029-[EC:1.1.2.7]	0.08
K05939-[EC:6.2.1.20]	0.3
K01338-[EC:3.4.21.53]	0.06
K10216-[EC:3.7.1.9]	0.11
K05591-[EC:3.6.4.13]	0.09
K00943-[EC:2.7.4.9]	-0.05
K01939-[EC:6.3.4.4]	0.02
K00797-[EC:2.5.1.16]	0.07
K10747-[EC:6.5.1.1]	0.06
K01478-[EC:3.5.3.6]	0.07
K10793-[EC:1.21.4.1]	0.01
K05978-[EC:3.1.3.69]	0.16
K00875-[EC:2.7.1.47]	-0.05
K17818-[EC:1.1.1.287]	-0.11
K01499-[EC:3.5.4.27]	0.09
K17067-[EC:1.2.98.1]	-0.15
K05602-[EC:3.1.3.15]	0.04
K02706-[EC:1.10.3.9]	-0.05
K14534-[EC:5.3.3.3]	0.01
K23393-[EC:6.3.5.13]	0.11
K20882-[EC:2.8.3.24]	0.14
K02769-[EC:2.7.1.202]	-0.01
K01003-[EC:4.1.1.112]	-0.19
K11694-[EC:2.3.2.17]	0.49
K16841-[EC:5.1.99.3]	0.05
K23120-[EC:2.5.1.152]	0.58
K00701-[EC:2.4.1.19]	0.17
K04100-[EC:1.13.11.8]	-0.01
K00918-[EC:2.7.1.147]	0.01
K16960-[EC:7.4.2.1]	0.04
K01497-[EC:3.5.4.25]	0.04
K01787-[EC:5.1.3.8]	0.01
K00879-[EC:2.7.1.51]	0.04
K08966-[EC:3.1.3.87]	0.15
K03786-[EC:4.2.1.10]	0.07
K07317-[EC:2.1.1.72]	0.1
K20830-[EC:3.2.1.178]	0.14
K14338-[EC:1.6.2.4]	0.05
K00525-[EC:1.17.4.1]	0.07
K21020-[EC:2.7.7.65]	0.12
K11211-[EC:2.7.1.166]	0.15
K01185-[EC:3.2.1.17]	-0.02
K00359-[EC:1.6.5.5]	0.07
K03390-[EC:1.8.7.3]	0.06
K16444-[EC:2.4.1.310]	0.01
K20904-[EC:4.2.1.167]	-0.03
K00588-[EC:2.1.1.104]	-0.0
K03274-[EC:5.1.3.20]	0.16
K05551-[EC:2.3.1.260]	-0.16
K03150-[EC:4.1.99.19]	0.03
K11335-[EC:1.3.7.15]	-0.21
K18243-[EC:1.14.13.172]	0.05
K09482-[EC:6.3.5.7]	0.02
K00367-[EC:1.7.7.2]	0.02
K03054-[EC:2.7.7.6]	-0.1
K15519-[EC:2.7.1.74]	-0.01
K00800-[EC:2.5.1.19]	0.06
K07056-[EC:2.1.1.198]	0.1
K00640-[EC:2.3.1.30]	0.01
K12527-[EC:1.97.1.9]	0.38
K01206-[EC:3.2.1.51]	0.01
K21759-[EC:4.1.1.61]	-0.01
K00294-[EC:1.2.1.88]	0.11
K02454-[EC:7.4.2.8]	0.01
K12255-[EC:3.5.3.7]	-0.05
K21366-[EC:2.4.1.122]	0.31
K20448-[EC:1.17.1.5]	0.04
K12582-[EC:2.4.1.325]	0.06
K16873-[EC:1.1.3.47]	0.1
K01598-[EC:4.1.1.36]	0.05
K00481-[EC:1.14.13.2]	0.04
K16066-[EC:1.1.1.381]	0.15
K12405-[EC:4.2.1.107]	0.08
K00271-[EC:1.4.1.23]	0.15
K00883-[EC:2.7.1.58]	0.04
K11987-[EC:1.14.99.1]	0.18
K01505-[EC:3.5.99.7]	0.03
K16243-[EC:1.14.13.244]	0.2
K15510-[EC:1.1.98.2]	-0.17
K19004-[EC:2.4.1.315]	0.99
K04618-[EC:1.1.3.9]	-0.08
K01699-[EC:4.2.1.28]	-0.14
K10219-[EC:1.1.1.312]	-0.08
K03922-[EC:1.14.19.2]	0.59
K04034-[EC:1.21.98.3]	0.06
K16239-[EC:4.1.1.61]	0.25
K17996-[EC:1.12.98.4]	-0.09
K21086-[EC:3.1.4.52]	0.04
K22837-[EC:2.7.7.100]	0.12
K08259-[EC:3.4.24.75]	0.35
K01263-[EC:3.4.11.14]	0.11
K01133-[EC:3.1.6.6]	0.12
K22268-[EC:3.2.1.37]	0.04
K00039-[EC:1.1.1.56]	0.06
K00118-[EC:1.1.99.28]	0.2
K16049-[EC:1.13.11.25]	0.17
K05396-[EC:4.4.1.15]	0.3
K19742-[EC:1.5.1.49]	0.15
K00761-[EC:2.4.2.9]	0.01
K07442-[EC:2.1.1.219]	0.06
K06896-[EC:3.1.3.90]	0.02
K00145-[EC:1.2.1.38]	0.13
K01236-[EC:3.2.1.141]	0.01
K21802-[EC:1.2.1.67]	0.04
K22185-[EC:1.1.1.175]	0.02
K00845-[EC:2.7.1.2]	0.14
K16242-[EC:1.14.13.243]	-0.07
K11645-[EC:4.1.2.13]	0.07
K13329-[EC:2.6.1.110]	0.22
K01677-[EC:4.2.1.2]	-0.04
K00598-[EC:2.1.1.144]	0.09
K03078-[EC:4.1.1.85]	0.06
K01533-[EC:7.2.2.9]	-0.04
K21271-[EC:1.1.1.394]	0.33
K10533-[EC:3.3.2.8]	0.14
K05994-[EC:3.4.11.10]	0.02
K12430-[EC:2.3.1.261]	0.06
K18783-[EC:2.4.1.279]	0.06
K10830-[EC:7.2.2.5]	0.19
K08356-[EC:1.20.9.1]	0.05
K01857-[EC:5.5.1.2]	0.06
K05977-[EC:3.13.1.3]	0.2
K07469-[EC:1.2.99.7]	0.12
K00480-[EC:1.14.13.1]	-0.06
K04712-[EC:1.14.18.5]	0.02
K02188-[EC:2.1.1.195]	0.17
K02338-[EC:2.7.7.7]	0.08
K05934-[EC:2.1.1.131]	0.01
K03343-[EC:1.4.3.10]	0.03
K18459-[EC:3.5.3.17]	0.09
K18121-[EC:1.1.1.79]	0.15
K10004-[EC:7.4.2.1]	0.2
K14940-[EC:6.3.2.32]	0.28
K07716-[EC:2.7.13.3]	0.05
K00187-[EC:1.2.7.7]	0.27
K11915-[EC:3.1.3.16]	-0.01
K15896-[EC:2.3.1.202]	0.02
K19665-[EC:2.7.8.38]	0.12
K13244-[EC:3.1.4.52]	0.73
K03783-[EC:2.4.2.1]	0.03
K00971-[EC:2.7.7.13]	0.1
K00996-[EC:2.7.8.6]	0.08
K18454-[EC:3.5.1.105]	-0.02
K00579-[EC:2.1.1.86]	0.18
K02615-[EC:2.3.1.174]	-0.15
K23156-[EC:2.3.1.278]	0.06
K09472-[EC:1.2.1.99]	0.05
K01924-[EC:6.3.2.8]	0.08
K09018-[EC:1.14.99.46]	-0.09
K01045-[EC:3.1.8.1]	0.29
K06949-[EC:3.1.3.100]	0.02
K01461-[EC:3.5.1.82]	0.13
K06113-[EC:3.2.1.99]	0.05
K00992-[EC:2.7.7.99]	-0.01
K22552-[EC:1.16.3.1]	0.1
K20455-[EC:4.2.1.117]	0.14
K08722-[EC:3.1.3.89]	0.33
K23184-[EC:7.2.2.18]	0.17
K15733-[EC:1.11.1.19]	0.01
K01210-[EC:3.2.1.58]	0.05
K01233-[EC:3.2.1.132]	0.01
K13929-[EC:2.3.1.187]	0.16
K01845-[EC:5.4.3.8]	0.04
K01488-[EC:3.5.4.4]	0.02
K02083-[EC:3.5.3.9]	0.07
K11194-[EC:2.7.1.202]	-0.29
K03897-[EC:1.14.13.59]	0.12
K05297-[EC:1.18.1.1]	0.06
K06139-[EC:1.21.98.4]	0.2
K01841-[EC:5.4.2.9]	0.14
K07115-[EC:2.1.1.266]	0.14
K13547-[EC:2.6.1.100]	-0.0
K00105-[EC:1.1.3.21]	0.03
K05306-[EC:3.11.1.1]	0.11
K00748-[EC:2.4.1.182]	-0.03
K08688-[EC:3.5.3.3]	0.05
K16869-[EC:2.3.1.204]	0.06
K16329-[EC:4.2.1.70]	0.11
K21088-[EC:2.7.7.65]	0.01
K11695-[EC:2.3.2.18]	0.84
K01262-[EC:3.4.11.9]	0.0
K13659-[EC:2.4.1.264]	0.43
K18275-[EC:1.2.1.78]	-0.36
K20510-[EC:2.1.3.10]	-0.0
K07674-[EC:2.7.13.3]	0.08
K07539-[EC:3.7.1.21]	0.05
K02778-[EC:2.7.1.199]	0.14
K02703-[EC:1.10.3.9]	-0.19
K01616-[EC:4.1.1.71]	0.22
K20885-[EC:2.4.1.339]	0.05
K00602-[EC:3.5.4.10]	0.02
K05521-[EC:3.2.2.24]	0.07
K01060-[EC:3.1.1.41]	-0.02
K00555-[EC:2.1.1.216]	0.06
K14568-[EC:2.1.1.260]	0.03
K00940-[EC:2.7.4.6]	0.04
K00402-[EC:2.8.4.1]	0.07
K00946-[EC:2.7.4.16]	0.04
K00261-[EC:1.4.1.3]	0.01
K00317-[EC:1.5.8.1]	0.02
K06863-[EC:6.3.4.23]	0.11
K12108-[EC:7.4.2.8]	-0.33
K10944-[EC:1.14.18.3]	0.19
K17217-[EC:4.4.1.1]	0.03
K01119-[EC:3.1.4.16]	0.01
K07254-[EC:2.1.1.206]	0.08
K01489-[EC:3.5.4.5]	0.03
K05951-[EC:2.4.2.37]	0.11
K11444-[EC:2.7.7.65]	0.08
K13531-[EC:2.1.1.63]	0.08
K12343-[EC:1.3.1.22]	0.02
K00652-[EC:2.3.1.47]	0.0
K00326-[EC:1.6.2.2]	0.02
K14582-[EC:1.3.1.60]	-0.33
K16149-[EC:2.4.1.18]	0.04
K14215-[EC:2.5.1.86]	0.03
K21399-[EC:2.3.1.263]	0.01
K21935-[EC:2.3.1.264]	0.08
K01696-[EC:4.2.1.20]	0.03
K02233-[EC:2.7.8.26]	0.05
K23274-[EC:1.1.99.11]	-0.02
K13821-[EC:1.2.1.88]	0.03
K22342-[EC:1.14.13.238]	0.1
K18933-[EC:4.1.1.11]	0.13
K19031-[EC:3.2.1.35]	0.38
K12253-[EC:4.1.1.75]	0.59
K01355-[EC:3.4.23.49]	0.45
K13799-[EC:6.3.2.1]	0.12
K14949-[EC:2.7.11.1]	0.19
K00769-[EC:2.4.2.22]	0.2
K14153-[EC:2.5.1.3]	-0.02
K01551-[EC:3.6.3.16]	0.05
K20420-[EC:1.14.15.31]	-0.02
K15895-[EC:2.6.1.92]	0.27
K01184-[EC:3.2.1.15]	0.06
K22813-[EC:4.1.1.110]	0.15
K00625-[EC:2.3.1.8]	0.4
K05585-[EC:7.1.1.2]	0.09
K05518-[EC:3.1.3.3]	0.14
K07393-[EC:1.8.5.7]	0.14
K20742-[EC:3.4.14.13]	0.05
K01255-[EC:3.4.11.1]	0.13
K17876-[EC:1.14.15.11]	0.26
K09765-[EC:1.17.99.6]	0.02
K12267-[EC:1.8.4.12]	0.08
K01667-[EC:4.1.99.1]	0.06
K01791-[EC:5.1.3.14]	0.04
K02189-[EC:3.7.1.12]	-0.07
K21023-[EC:2.7.7.65]	0.05
K23036-[EC:1.14.19.27]	-0.17
K01657-[EC:4.1.3.27]	0.04
K00284-[EC:1.4.7.1]	0.01
K02470-[EC:5.6.2.2]	-0.0
K01219-[EC:3.2.1.81]	0.09
K18366-[EC:1.2.1.10]	-0.16
K00795-[EC:2.5.1.1]	0.04
K00743-[EC:2.4.1.87]	0.67
K20975-[EC:2.7.13.3]	0.2
K02433-[EC:6.3.5.6]	-0.02
K22694-[EC:1.14.19.59]	-0.01
K02759-[EC:2.7.1.205]	0.0
K00756-[EC:2.4.2.2]	0.03
K17717-[EC:3.1.4.4]	0.38
K01409-[EC:2.3.1.234]	0.06
K11261-[EC:1.2.7.12]	-0.06
K01741-[EC:4.2.99.18]	0.05
K01682-[EC:4.2.1.99]	0.11
K00590-[EC:2.1.1.113]	-0.44
K22343-[EC:1.14.13.238]	0.19
K00878-[EC:2.7.1.50]	0.06
K03205-[EC:7.4.2.8]	0.02
K02491-[EC:2.7.13.3]	0.04
K00559-[EC:2.1.1.41]	0.17
K19267-[EC:1.6.5.2]	-0.01
K03775-[EC:5.2.1.8]	-0.02
K01666-[EC:4.1.3.39]	0.03
K03800-[EC:6.3.1.20]	0.1
K01208-[EC:3.2.1.133]	-0.04
K07178-[EC:2.7.11.1]	0.47
K00990-[EC:2.7.7.59]	0.06
K08295-[EC:6.2.1.32]	0.06
K00988-[EC:2.7.7.5]	0.05
K20966-[EC:3.1.4.52]	0.07
K00318-[EC:1.5.5.2]	-0.04
K10255-[EC:1.14.19.23]	0.02
K00700-[EC:2.4.1.18]	-0.02
K02111-[EC:7.1.2.2]	0.02
K15911-[EC:3.1.7.8]	-0.92
K01669-[EC:4.1.99.3]	-0.01
K15986-[EC:3.6.1.1]	0.06
K01147-[EC:3.1.13.1]	0.17
K07057-[EC:2.5.1.128]	0.07
K02224-[EC:6.3.5.9]	-0.02
K16045-[EC:1.1.1.145]	-0.05
K14986-[EC:2.7.13.3]	0.05
K22178-[EC:1.1.98.4]	0.09
K08604-[EC:3.4.24.25]	0.23
K00960-[EC:2.7.7.6]	0.0
K00933-[EC:2.7.3.2]	-0.14
K08323-[EC:4.2.1.8]	0.12
K16871-[EC:2.6.1.96]	0.09
K20257-[EC:3.1.2.32]	0.29
K13787-[EC:2.5.1.10]	0.05
K17942-[EC:4.1.1.99]	0.5
K13829-[EC:2.7.1.71]	0.05
K00211-[EC:1.3.1.13]	-0.04
K01188-[EC:3.2.1.21]	0.04
K13086-[EC:3.1.3.79]	0.06
K18988-[EC:3.4.16.4]	0.15
K15785-[EC:2.6.1.76]	0.17
K01911-[EC:6.2.1.26]	0.07
K01847-[EC:5.4.99.2]	0.04
K01392-[EC:3.4.24.15]	0.02
K19588-[EC:1.2.1.26]	0.05
K09903-[EC:2.7.4.22]	-0.0
K10187-[EC:4.1.99.16]	0.01
K19064-[EC:1.4.1.18]	0.22
K01963-[EC:2.1.3.15]	0.07
K17892-[EC:1.8.7.2]	0.74
K19701-[EC:3.4.11.6]	0.11
K11948-[EC:1.13.11.38]	-0.09
K01705-[EC:4.2.1.36]	0.38
K15894-[EC:4.2.1.115]	-0.02
K01703-[EC:4.2.1.35]	0.06
K18986-[EC:2.7.13.3]	0.21
K23370-[EC:2.7.1.226]	0.36
K12206-[EC:7.2.4.8]	0.08
K16246-[EC:1.14.13.244]	0.11
K22952-[EC:4.1.99.24]	0.11
K13874-[EC:3.1.1.15]	0.03
K07644-[EC:2.7.13.3]	-0.02
K22173-[EC:1.1.98.4]	0.11
K14136-[EC:2.4.2.45]	0.08
K03119-[EC:1.14.11.17]	-0.01
K00524-[EC:1.17.4.1]	0.02
K02545-[EC:3.4.16.4]	0.64
K05982-[EC:3.1.21.7]	0.08
K03470-[EC:3.1.26.4]	0.01
K01057-[EC:3.1.1.31]	-0.03
K01708-[EC:4.2.1.42]	-0.08
K19209-[EC:3.5.2.6]	0.23
K18445-[EC:3.6.1.61]	0.27
K00858-[EC:2.7.1.23]	-0.01
K01297-[EC:3.4.17.13]	0.06
K18366-[EC:1.2.1.87]	-0.16
K00040-[EC:1.1.1.57]	0.22
K00231-[EC:1.3.3.15]	-0.03
K18853-[EC:1.5.99.15]	0.17
K12132-[EC:2.7.11.1]	0.12
K00103-[EC:1.1.3.8]	-0.03
K00305-[EC:1.5.3.1]	0.05
K00939-[EC:2.7.4.3]	0.16
K22443-[EC:1.14.13.239]	-0.03
K21055-[EC:3.1.3.103]	0.06
K19826-[EC:1.5.3.5]	-0.11
K00500-[EC:1.14.16.1]	0.1
K01689-[EC:4.2.1.11]	-0.02
K18365-[EC:4.1.3.43]	-0.03
K00453-[EC:1.13.11.11]	0.08
K15538-[EC:3.2.1.130]	0.09
K14466-[EC:6.2.1.40]	0.08
K22553-[EC:1.14.99.15]	0.04
K00820-[EC:2.6.1.16]	0.03
K20807-[EC:4.2.1.84]	-0.03
K03051-[EC:2.7.7.6]	0.12
K07718-[EC:2.7.13.3]	0.12
K00581-[EC:2.1.1.86]	0.18
K15763-[EC:1.14.13.236]	0.04
K20901-[EC:2.7.1.209]	-0.02
K16881-[EC:5.4.2.8]	0.02
K03525-[EC:2.7.1.33]	-0.01
K11781-[EC:2.5.1.147]	0.08
K16856-[EC:4.3.2.3]	-0.16
K12526-[EC:2.7.2.4]	0.37
K15533-[EC:2.4.1.211]	0.15
K13787-[EC:2.5.1.1]	0.05
K03581-[EC:3.1.11.5]	0.01
K23375-[EC:6.3.2.56]	0.4
K03527-[EC:1.17.7.4]	0.01
K11784-[EC:1.21.98.1]	0.08
K01486-[EC:3.5.4.2]	-0.05
K12555-[EC:2.4.1.129]	0.03
K07717-[EC:2.7.13.3]	-0.0
K18692-[EC:3.6.4.13]	0.12
K00611-[EC:2.1.3.3]	0.04
K21058-[EC:3.1.1.100]	-0.04
K06152-[EC:1.1.99.3]	0.05
K07250-[EC:2.6.1.48]	0.07
K07442-[EC:2.1.1.220]	0.06
K13713-[EC:6.3.2.6]	-0.5
K00705-[EC:2.4.1.25]	-0.04
K13924-[EC:3.1.1.61]	-0.07
K06989-[EC:1.4.1.21]	0.06
K18677-[EC:2.7.1.44]	0.57
K01950-[EC:6.3.5.1]	0.12
K12254-[EC:1.2.1.54]	-0.18
K03648-[EC:3.2.2.27]	0.02
K08352-[EC:1.8.5.5]	0.04
K01772-[EC:4.99.1.9]	-0.01
K01735-[EC:4.2.3.4]	0.05
K00161-[EC:1.2.4.1]	0.06
K05886-[EC:1.1.1.276]	-0.02
K01027-[EC:2.8.3.5]	0.02
K12203-[EC:7.2.4.8]	0.01
K18851-[EC:2.3.1.20]	0.19
K05550-[EC:1.14.12.10]	0.06
K02808-[EC:2.7.1.211]	0.17
K02560-[EC:2.3.1.243]	0.41
K10027-[EC:1.3.99.26]	0.02
K04035-[EC:1.14.13.81]	0.11
K03271-[EC:5.3.1.28]	0.08
K16163-[EC:5.2.1.4]	0.1
K02201-[EC:2.7.7.3]	0.13
K06208-[EC:5.4.99.5]	0.08
K00351-[EC:7.2.1.1]	0.52
K07318-[EC:2.1.1.72]	0.03
K10701-[EC:6.4.1.8]	-0.04
K02363-[EC:6.3.2.14]	0.19
K05365-[EC:2.4.1.129]	0.15
K16651-[EC:2.7.1.177]	0.07
K08324-[EC:1.2.1.24]	-0.02
K22616-[EC:1.14.11.58]	0.22
K09693-[EC:7.5.2.4]	0.17
K11356-[EC:2.7.13.3]	0.06
K21947-[EC:2.8.1.15]	0.03
K01459-[EC:3.5.1.77]	0.02
K00594-[EC:1.1.3.41]	0.17
K07648-[EC:2.7.13.3]	0.27
K10810-[EC:5.3.99.10]	0.11
K20238-[EC:2.1.1.317]	0.13
K15429-[EC:2.1.1.228]	0.09
K01169-[EC:4.6.1.21]	-0.15
K01684-[EC:4.2.1.6]	0.06
K00663-[EC:2.3.1.82]	0.06
K18589-[EC:1.5.1.3]	-0.05
K06981-[EC:2.7.4.26]	0.09
K18824-[EC:2.5.1.15]	0.61
K01934-[EC:6.3.3.2]	0.05
K03732-[EC:3.6.4.13]	0.28
K03163-[EC:5.6.2.1]	-0.05
K01812-[EC:5.3.1.12]	0.2
K08484-[EC:2.7.3.9]	0.16
K10829-[EC:7.2.2.16]	0.26
K13656-[EC:2.7.8.31]	-0.03
K06920-[EC:6.3.4.20]	0.03
K01577-[EC:4.1.1.8]	-0.01
K19714-[EC:1.1.3.48]	0.01
K14579-[EC:1.14.12.24]	-0.28
K03518-[EC:1.2.5.3]	-0.0
K15320-[EC:2.3.1.165]	0.02
K01265-[EC:3.4.11.18]	0.06
K03337-[EC:5.3.1.30]	0.24
K12080-[EC:7.4.2.8]	-0.79
K02528-[EC:2.1.1.182]	0.06
K22174-[EC:1.1.98.4]	0.01
K05917-[EC:1.14.15.36]	-0.03
K01972-[EC:6.5.1.2]	0.09
K01141-[EC:3.1.11.1]	0.03
K02828-[EC:7.1.1.5]	0.18
K03055-[EC:2.7.7.6]	0.21
K00651-[EC:2.3.1.46]	0.07
K21054-[EC:1.1.1.402]	-0.04
K06399-[EC:3.4.21.116]	0.12
K23144-[EC:2.3.1.276]	0.04
K06178-[EC:5.4.99.22]	0.09
K01784-[EC:5.1.3.2]	0.03
K05936-[EC:2.1.1.271]	0.1
K21749-[EC:2.7.7.92]	0.03
K03894-[EC:6.3.2.38]	0.01
K14273-[EC:1.1.1.179]	0.02
K18123-[EC:4.1.3.16]	0.06
K01965-[EC:6.4.1.3]	0.19
K00131-[EC:1.2.1.9]	0.05
K01244-[EC:3.2.2.16]	-0.0
K21815-[EC:1.13.12.19]	-0.05
K23078-[EC:2.1.1.350]	0.04
K01200-[EC:3.2.1.41]	0.14
K00511-[EC:1.14.14.17]	0.11
K01906-[EC:6.2.1.14]	0.08
K05371-[EC:1.3.7.5]	0.05
K02621-[EC:5.6.2.2]	0.04
K13051-[EC:3.4.19.5]	0.1
K18781-[EC:3.5.2.6]	-0.26
K00584-[EC:2.1.1.86]	0.1
K00533-[EC:1.12.7.2]	0.01
K01958-[EC:6.4.1.1]	0.08
K01093-[EC:3.1.3.26]	0.07
K03044-[EC:2.7.7.6]	0.11
K06176-[EC:5.4.99.27]	0.14
K04781-[EC:5.4.4.2]	0.07
K00154-[EC:1.2.1.68]	0.06
K13877-[EC:1.2.1.26]	0.03
K03538-[EC:3.1.26.5]	0.12
K00880-[EC:2.7.1.53]	0.1
K13532-[EC:2.7.13.3]	-0.0
K10217-[EC:1.2.1.32]	0.06
K01479-[EC:3.5.3.8]	0.05
K16305-[EC:4.1.2.13]	-0.04
K08261-[EC:1.1.99.21]	0.35
K13500-[EC:2.4.1.226]	0.0
K00135-[EC:1.2.1.16]	0.01
K03272-[EC:2.7.1.167]	0.18
K10811-[EC:2.5.1.2]	0.08
K04112-[EC:1.3.7.8]	0.1
K01881-[EC:6.1.1.15]	-0.02
K01220-[EC:3.2.1.85]	0.02
K14164-[EC:6.1.1.14]	-0.03
K05296-[EC:1.1.1.51]	0.13
K05941-[EC:2.3.2.15]	-0.04
K05927-[EC:1.12.5.1]	0.14
K13954-[EC:1.1.1.1]	0.19
K22252-[EC:1.1.1.135]	0.05
K00441-[EC:1.12.98.1]	0.0
K00208-[EC:1.3.1.9]	0.02
K07710-[EC:2.7.13.3]	0.23
K07155-[EC:1.13.11.24]	0.05
K05988-[EC:3.2.1.11]	-0.01
K00690-[EC:2.4.1.7]	0.02
K19052-[EC:4.2.2.8]	-0.0
K01885-[EC:6.1.1.17]	0.03
K05986-[EC:3.1.30.1]	0.02
K04486-[EC:3.1.3.15]	0.01
K13547-[EC:2.6.1.101]	-0.0
K00855-[EC:2.7.1.19]	0.19
K01975-[EC:3.1.4.58]	0.08
K00216-[EC:1.3.1.28]	0.22
K22364-[EC:1.8.1.5]	-0.05
K02790-[EC:2.7.1.208]	0.05
K04072-[EC:1.2.1.10]	0.04
K02302-[EC:2.1.1.107]	0.03
K06168-[EC:2.8.4.3]	0.15
K18224-[EC:1.14.13.227]	0.14
K01387-[EC:3.4.24.3]	0.03
K09483-[EC:4.2.1.118]	0.01
K00169-[EC:1.2.7.1]	-0.07
K16147-[EC:2.4.99.16]	0.06
K00198-[EC:1.2.7.4]	0.01
K04479-[EC:2.7.7.7]	0.01
K16842-[EC:3.5.2.5]	-0.04
K00029-[EC:1.1.1.40]	0.05
K09833-[EC:2.5.1.115]	-0.01
K05714-[EC:3.7.1.14]	0.05
K09879-[EC:1.3.99.39]	0.14
K10778-[EC:2.1.1.63]	0.04
K07305-[EC:1.8.4.12]	0.07
K01851-[EC:5.4.4.2]	0.07
K01671-[EC:4.1.2.57]	-0.23
K03397-[EC:6.3.2.20]	0.03
K03338-[EC:2.7.1.92]	0.17
K00043-[EC:1.1.1.61]	-0.03
K21592-[EC:2.7.8.46]	-0.16
K21057-[EC:2.7.1.213]	-0.04
K22463-[EC:2.3.1.277]	-0.0
K04127-[EC:5.1.1.17]	-0.03
K03501-[EC:2.1.1.170]	0.07
K07589-[EC:5.1.99.7]	-0.0
K01193-[EC:3.2.1.26]	-0.03
K06211-[EC:2.7.7.1]	0.44
K01209-[EC:3.2.1.55]	-0.02
K20928-[EC:1.2.1.98]	0.18
K05780-[EC:2.7.8.37]	0.16
K13252-[EC:2.1.3.6]	0.26
K18697-[EC:3.1.3.27]	0.36
K19221-[EC:2.5.1.17]	0.01
K01621-[EC:4.1.2.9]	0.11
K20941-[EC:4.1.1.103]	0.05
K00240-[EC:1.3.5.1]	0.07
K21460-[EC:2.1.1.304]	-0.02
K03862-[EC:1.14.13.82]	0.43
K14733-[EC:1.14.13.107]	0.06
K00573-[EC:2.1.1.77]	0.05
K08692-[EC:6.2.1.9]	-0.1
K14681-[EC:2.3.1.1]	0.05
K10535-[EC:1.7.2.6]	-0.0
K16936-[EC:1.8.5.2]	0.14
K16901-[EC:1.14.14.8]	-0.1
K16306-[EC:4.1.2.13]	0.01
K00602-[EC:2.1.2.3]	0.02
K00485-[EC:1.14.13.8]	-0.04
K13830-[EC:4.2.3.4]	-0.01
K03801-[EC:2.3.1.181]	0.04
K00491-[EC:1.14.14.47]	0.1
K15396-[EC:2.1.1.200]	0.11
K03831-[EC:2.7.7.75]	0.08
K22954-[EC:2.3.1.184]	0.21
K06606-[EC:5.3.99.11]	0.11
K23054-[EC:1.14.19.28]	0.01
K01804-[EC:5.3.1.4]	0.06
K03438-[EC:2.1.1.199]	0.13
K01625-[EC:4.1.2.14]	0.02
K01822-[EC:5.3.3.1]	0.09
K01512-[EC:3.6.1.7]	-0.06
K09994-[EC:2.3.1.280]	-0.12
K18357-[EC:1.2.1.58]	0.03
K06211-[EC:2.7.1.22]	0.44
K00966-[EC:2.7.7.13]	0.1
K02787-[EC:2.7.1.207]	0.1
K04708-[EC:1.1.1.102]	0.02
K14268-[EC:2.6.1.19]	-0.16
K00544-[EC:2.1.1.5]	0.02
K14584-[EC:5.99.1.4]	0.03
K00325-[EC:1.6.1.2]	0.04
K01848-[EC:5.4.99.2]	0.04
K01627-[EC:2.5.1.55]	0.09
K00942-[EC:2.7.4.8]	-0.03
K17463-[EC:4.1.2.14]	0.72
K16045-[EC:5.3.3.1]	-0.05
K14652-[EC:3.5.4.25]	-0.05
K03841-[EC:3.1.3.11]	0.03
K17104-[EC:2.5.1.41]	0.06
K02341-[EC:2.7.7.7]	-0.06
K22162-[EC:1.5.98.3]	-0.42
K16051-[EC:1.3.99.5]	0.03
K00542-[EC:2.1.1.2]	0.35
K00861-[EC:2.7.1.26]	0.17
K05881-[EC:2.7.1.121]	0.05
K00457-[EC:1.13.11.27]	-0.02
K22160-[EC:1.5.98.3]	-0.22
K21219-[EC:2.7.1.49]	0.0
K07652-[EC:2.7.13.3]	0.06
K00126-[EC:1.17.1.9]	0.18
K00133-[EC:1.2.1.11]	0.12
K06968-[EC:2.1.1.186]	0.16
K01860-[EC:5.5.1.7]	0.05
K00177-[EC:1.2.7.3]	-0.05
K22253-[EC:3.2.1.60]	-0.07
K18820-[EC:2.4.1.161]	0.05
K08080-[EC:1.14.18.2]	0.01
K14583-[EC:1.13.11.56]	-0.25
K01239-[EC:3.2.2.1]	0.03
K00622-[EC:2.3.1.5]	0.29
K01212-[EC:3.2.1.65]	0.09
K14187-[EC:5.4.99.5]	0.3
K00350-[EC:7.2.1.1]	0.49
K15911-[EC:3.1.7.9]	-0.92
K05522-[EC:4.2.99.18]	0.03
K08321-[EC:2.3.1.245]	-0.1
K16242-[EC:1.14.13.244]	-0.07
K21817-[EC:1.13.11.63]	0.04
K01920-[EC:6.3.2.3]	0.05
K09722-[EC:6.3.2.36]	0.04
K01092-[EC:3.1.3.25]	0.06
K01879-[EC:6.1.1.14]	0.03
K05827-[EC:6.3.2.43]	0.11
K01608-[EC:4.1.1.47]	0.15
K22171-[EC:1.1.98.4]	0.11
K05823-[EC:3.5.1.47]	0.11
K01014-[EC:2.8.2.1]	0.07
K01034-[EC:2.8.3.9]	0.04
K22568-[EC:6.4.1.3]	0.04
K03794-[EC:4.99.1.4]	0.16
K01053-[EC:3.1.1.17]	-0.0
K03404-[EC:6.6.1.1]	0.14
K01713-[EC:4.2.1.91]	0.04
K00956-[EC:2.7.7.4]	0.07
K03367-[EC:6.1.1.13]	0.08
K14585-[EC:4.1.2.45]	0.01
K16953-[EC:4.4.1.3]	0.0
